,Unnamed: 0,PROPERTY LEVEL LATITUDE,PROPERTY LEVEL LONGITUDE,ORIGINAL APN,ind,address,type,delivery_point_barcode,record_type,rdi,dpv_match_code,dpv_footnotes,footnotes,1br_rent_estimate,search_radius,1br_affordable_75,1br_affordable_80,1br_affordable_85,1br_affordable_90,1br_affordable_95,1br_affordable_100
265,265,42.959818,-85.681568,41-13-25-377-001,0.0,"The Bicycle Factory, 201 Front Ave SW, Grand Rapids, MI 49504, USA",establishment,495046000000.0,H,Residential,D,AAN1,H#,2550,0.33,1,1,1,1,1,1
266,266,42.959862,-85.667427,41-14-30-307-006,0.0,"136 Division Ave S, Grand Rapids, MI 49503, USA",street_address,495034000000.0,H,Residential,D,AAN1,H#,2550,0.33,1,1,1,1,1,1
267,267,42.959893,-85.653341,41-14-30-432-039,0.0,"623 Cherry St SE, Grand Rapids, MI 49503, USA",premise,495035000000.0,H,Residential,D,AAN1,H#,1200,0.33,1,1,1,1,0,0
268,268,42.95991,-85.685674,41-13-25-306-024,0.0,"719 Butterworth St SW, Grand Rapids, MI 49504, USA",premise,495048000000.0,H,Residential,D,AAN1,H#,2550,0.33,1,1,1,1,1,1
269,269,42.960032,-85.65496800000003,41-14-30-404-026,0.0,"547 Cherry St SE, Grand Rapids, MI 49503, USA",establishment,495035000000.0,H,Residential,D,AAN1,H#,1300,0.33,1,1,1,1,1,1
270,270,42.96033900000001,-85.657411,41-14-30-403-022,0.0,"125 College Ave SE, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1300,0.33,1,1,1,1,1,1
271,271,42.960408,-85.65881800000002,41-14-30-403-008,0.0,"126 Madison Ave SE, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1300,0.33,1,1,1,1,1,1
272,272,42.960467,-85.65394599999998,41-14-30-432-036,0.0,"102 Union Ave SE, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1300,0.33,1,1,1,1,1,1
273,273,42.96051,-85.659604,41-14-30-331-012,0.0,"121 Madison Ave SE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1360,0.33,1,1,1,1,1,1
274,274,42.960788,-85.668216,41-13-25-444-001,0.0,"101 Division Ave S, Grand Rapids, MI 49503, USA",street_address,495034000000.0,H,Residential,D,AAN1,H#,1875,0.33,1,1,1,1,1,1
275,275,42.960813,-85.668749,41-13-25-439-001,0.0,"100 Commerce Ave SW, Grand Rapids, MI 49503, USA",establishment,495034000000.0,H,Residential,D,AAN1,H#,1875,0.5,1,1,1,1,1,1
276,276,42.960853,-85.659501,41-14-30-331-010,0.0,"111 Madison Ave SE, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
277,277,42.960907,-85.658928,41-14-30-403-001,0.0,"400 Washington St SE, Grand Rapids, MI 49503, USA",establishment,495034000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
278,278,42.960915,-85.657326,41-14-30-403-010,0.0,"103 College Ave SE, Grand Rapids, MI 49503, USA",doctor,495036000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
279,279,42.960922,-85.651533,41-14-30-430-040,0.0,"65 Packard Ave SE, Grand Rapids, MI 49503, USA",street_address,495036000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
280,280,42.960971,-85.65385699999999,41-14-30-430-019,0.0,"76 Union Ave SE, Grand Rapids, MI 49503, USA",establishment,495036000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
281,281,42.960981,-85.660735,41-14-30-330-007,0.0,"322 Washington St SE, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
282,282,42.961052,-85.661422,41-14-30-330-001,0.0,"300 Washington St SE, Grand Rapids, MI 49503, USA",street_address,495034000000.0,H,Residential,D,AAN1,H#,1400,0.5,1,1,1,1,1,1
283,283,42.96148,-85.658004,41-14-30-402-013,0.0,"429 Washington St SE, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
284,284,42.961488,-85.657249,41-14-30-402-015,0.0,"45 College Ave SE, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
285,285,42.961591,-85.659002,41-14-30-401-004,0.0,"405 Washington St SE, Grand Rapids, MI 49503, USA",establishment,495036000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
286,286,42.961727,-85.65979899999998,41-14-30-328-007,0.0,"40 Prospect Ave SE, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
287,287,42.961864,-85.656182,41-14-30-405-001,0.0,"30 College Ave SE, Grand Rapids, MI 49503, USA",street_address,495034000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
288,288,42.961902,-85.68402900000002,41-13-25-303-027,0.0,"55 Lexington Ave SW, Grand Rapids, MI 49504, USA",street_address,495048000000.0,H,Residential,D,AAN1,H#,2399,0.5,1,1,1,1,1,1
289,289,42.961923,-85.658084,41-14-30-402-006,0.0,"38 Gay Ave SE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
290,290,42.962302,-85.659018,41-14-30-401-002,0.0,"21 Gay Ave SE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
291,291,42.962308,-85.660488,41-14-30-327-013,0.0,"21 Prospect Ave SE, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
292,292,42.962401,-85.655711,41-14-30-404-027,0.0,"500 Fulton St E, Grand Rapids, MI 49503, USA",doctor,495036000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
293,293,42.962519,-85.661335,41-14-30-327-006,0.0,"16 Lafayette Ave SE, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
294,294,42.962574,-85.68464499999997,41-13-25-303-011,0.0,"28 Gold Ave SW, Grand Rapids, MI 49504, USA",premise,495048000000.0,H,Residential,D,AAN1,H#,2399,0.5,1,1,1,1,1,1
295,295,42.962668,-85.659194,41-14-30-401-001,0.0,"424 Fulton St E, Grand Rapids, MI 49503, USA",street_address,495034000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
296,296,42.962736,-85.669953,41-13-25-440-001,0.0,"16 Ionia Ave SW, Grand Rapids, MI 49503, USA",establishment,495034000000.0,H,Residential,D,AAN1,H#,2550,0.5,1,1,1,1,1,1
297,297,42.962845,-85.665602,41-14-30-310-001,0.0,"THE LORAINE BUILDING, 124 Fulton St E, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,2550,0.5,1,1,1,1,1,1
298,298,42.96305200000001,-85.642236,41-14-29-183-034,0.0,"1055 Fulton St E, Grand Rapids, MI 49503, USA",establishment,495034000000.0,H,Residential,D,AAN1,H#,1200,0.5,1,1,1,1,0,0
299,299,42.963178000000006,-85.653231,41-14-30-280-029,0.0,"631 Fulton St E, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
300,300,42.963268,-85.686978,41-13-25-301-003,0.0,"748 Fulton St W, Grand Rapids, MI 49504, USA",street_address,495046000000.0,H,Residential,D,AAN1,H#,2050,0.5,1,1,1,1,1,1
301,301,42.96328,-85.686047,41-13-25-302-001,0.0,"724 Fulton St W, Grand Rapids, MI 49504, USA",establishment,495046000000.0,H,Residential,D,AAN1,H#,2399,0.5,1,1,1,1,1,1
302,302,42.963286,-85.651916,41-14-30-282-024,0.0,"12 Grand Ave NE, Grand Rapids, MI 49503, USA",street_address,495036000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
303,303,42.963316,-85.68409100000002,41-13-25-303-029,0.0,"632 Fulton St W, Grand Rapids, MI 49504, USA",establishment,495045000000.0,H,Residential,D,AAN1,H#,2399,0.5,1,1,1,1,1,1
304,304,42.963356,-85.66098199999998,41-14-30-184-017,0.0,"317 Fulton St E, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
305,305,42.963374,-85.661488,41-14-30-184-015,0.0,"303 Fulton St E, Grand Rapids, MI 49503, USA",premise,495034000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
306,306,42.963556,-85.657224,41-14-30-253-022,0.0,"15 College Ave NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
307,307,42.963706,-85.667466,41-14-30-157-009,0.0,"16 Monroe Center St NE, Grand Rapids, MI 49503, USA",establishment,495033000000.0,H,Residential,D,AAN1,H#,2550,0.5,1,1,1,1,1,1
308,308,42.963827,-85.662171,41-14-30-183-008,0.0,"23 Lafayette Ave NE, Grand Rapids, MI 49503, USA",street_address,495033000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
309,309,42.963839,-85.661325,41-14-30-184-022,0.0,"28 Lafayette Ave NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
310,310,42.963913,-85.660619,41-14-30-184-013,0.0,"29 Prospect Ave NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
311,311,42.963999,-85.66286,41-14-30-183-004,0.0,"218 John St NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
312,312,42.964227,-85.668244,41-13-25-287-042,0.0,"The Peck Building, 40 Monroe Center St NW, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,2550,0.5,1,1,1,1,1,1
313,313,42.964379,-85.668498,41-13-25-296-001,0.0,"52 Monroe Center St NW, Grand Rapids, MI 49503, USA",clothing_store,495033000000.0,H,Residential,D,AAN1,H#,2550,0.5,1,1,1,1,1,1
314,314,42.964556,-85.66879899999998,41-13-25-287-012,0.0,"FIRST COMMUNITY BANK BUILDING, 60 Monroe Center St NW, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,2550,0.5,1,1,1,1,1,1
315,315,42.96467,-85.66223000000002,41-14-30-182-014,0.0,"55 Lafayette Ave NE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
316,316,42.964779,-85.659701,41-14-30-185-002,0.0,"64 Prospect Ave NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
317,317,42.964787,-85.655988,41-14-30-254-003,0.0,"516 Fountain St NE, Grand Rapids, MI 49503, USA",establishment,495033000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
318,318,42.964815,-85.657829,41-14-30-253-005,0.0,"460 Fountain St NE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
319,319,42.964817,-85.658109,41-14-30-253-004,0.0,"450 Fountain St NE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
320,320,42.96485,-85.65259499999998,41-14-30-278-022,0.0,"648 Fountain St NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1339,0.5,1,1,1,1,1,1
321,321,42.964889,-85.65889,41-14-30-253-033,0.0,"432 Fountain St NE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
322,322,42.96494600000001,-85.664562,41-14-30-161-027,0.0,"68 Ransom Ave NE, Grand Rapids, MI 49503, USA",establishment,495033000000.0,H,Residential,D,AAN1,H#,1700,0.5,1,1,1,1,1,1
323,323,42.965015,-85.660866,41-14-30-184-002,0.0,"322 Fountain St NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
324,324,42.965477,-85.654635,41-14-30-252-047,0.0,"559 Fountain St NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
325,325,42.965654,-85.662856,41-14-30-178-007,0.0,"225 Fountain St NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
326,326,42.965686,-85.661367,41-14-30-179-010,0.0,"301 Fountain St NE, Grand Rapids, MI 49503, USA",establishment,495033000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
327,327,42.965987,-85.662315,41-14-30-177-012,0.0,"119 Lafayette Ave NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1360,0.5,1,1,1,1,1,1
328,328,42.966148,-85.660666,41-14-30-180-008,0.0,"127 Prospect Ave NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1100,0.5,1,1,1,0,0,0
329,329,42.966178,-85.654762,41-14-30-252-036,0.0,"133 Union Ave NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1700,0.5,1,1,1,1,1,1
330,330,42.966217,-85.67419699999998,41-13-25-262-001,0.0,"250 Monroe Ave NW, Grand Rapids, MI 49503, USA",establishment,495032000000.0,H,Residential,D,AAN1,H#,2550,0.5,1,1,1,1,1,1
331,331,42.966279,-85.68285300000002,41-13-25-154-013,0.0,"601 Lake Michigan Dr NW, Grand Rapids, MI 49504, USA",establishment,495047000000.0,H,Residential,D,AAN1,H#,2550,0.5,1,1,1,1,1,1
332,332,42.966358,-85.66067,41-14-30-180-007,0.0,"139 Prospect Ave NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1100,0.5,1,1,1,0,0,0
333,333,42.966358,-85.655865,41-14-30-252-018,0.0,"139 Campbell Pl NE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1339,0.5,1,1,1,1,1,1
334,334,42.966418,-85.661384,41-14-30-179-007,0.0,"132 Lafayette Ave NE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1100,0.5,1,1,1,0,0,0
335,335,42.96652,-85.66067,41-14-30-180-006,0.0,"141 Prospect Ave NE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1100,0.5,1,1,1,0,0,0
336,336,42.966631,-85.67163000000002,41-13-25-277-030,0.0,"139 Pearl St NW, Grand Rapids, MI 49503, USA",bar,495033000000.0,H,Residential,D,AAN1,H#,2550,0.5,1,1,1,1,1,1
337,337,42.966751,-85.661389,41-14-30-179-005,0.0,"148 Lafayette Ave NE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1100,0.5,1,1,1,0,0,0
338,338,42.966906,-85.671762,41-13-25-277-023,0.0,"190 Monroe Ave NW, Grand Rapids, MI 49503, USA",establishment,495033000000.0,H,Residential,D,AAN1,H#,2550,0.5,1,1,1,1,1,1
339,339,42.9671,-85.640948,41-14-29-130-031,0.0,"1129 Lyon St NE, Grand Rapids, MI 49503, USA",street_address,495034000000.0,H,Residential,D,AAN1,H#,1400,0.5,1,1,1,1,1,1
340,340,42.967129,-85.660511,41-14-30-180-013,0.0,"163 Prospect Ave NE, Grand Rapids, MI 49503, USA",street_address,495033000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
341,341,42.967149,-85.662436,41-14-30-177-002,0.0,"226 Lyon St NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
342,342,42.967163,-85.659595,41-14-30-181-016,0.0,"412 Lyon St NE, Grand Rapids, MI 49503, USA",premise,495036000000.0,H,Residential,D,AAN1,H#,1195,0.5,1,1,1,1,0,0
343,343,42.967441,-85.66848,41-13-25-230-010,0.0,"5 Lyon St NW, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,2550,0.5,1,1,1,1,1,1
344,344,42.9676,-85.683513,41-13-25-116-002,0.0,"214 Lexington Ave NW, Grand Rapids, MI 49504, USA",premise,495046000000.0,H,Residential,D,AAN1,H#,2399,0.5,1,1,1,1,1,1
345,345,42.967636,-85.660872,41-14-30-132-006,0.0,"319 Lyon St NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
346,346,42.96764,-85.660629,41-14-30-132-007,0.0,"329 Lyon St NE, Grand Rapids, MI 49503, USA",premise,495033000000.0,H,Residential,D,AAN1,H#,1300,0.5,1,1,1,1,1,1
347,0,42.889784999999996,-85.63235999999998,41-18-20-428-014,0.0,"1333 Kendall St SE, Grand Rapids, MI 49508, USA",street_address,495084000000.0,H,Residential,D,AAN1,H#,1298,5.0,1,1,1,1,1,1
348,1,42.893029999999996,-85.65549200000002,41-18-19-201-013,0.0,"3800 Madison Ave SE, Wyoming, MI 49548, USA",street_address,495483000000.0,H,Residential,D,AAN1,H#,1245,5.0,1,1,1,1,1,0
349,2,42.897234999999995,-85.65072099999998,41-18-19-204-023,0.0,"650 36th St, Wyoming, MI 49548, USA",street_address,495095000000.0,H,Residential,D,AAN1,H#L#,1245,5.0,1,1,1,1,1,0
350,3,42.897991999999995,-85.688007,41-17-23-226-050,0.0,"3614 Pine Oak Ave SW, Wyoming, MI 49509, USA",premise,495094000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
351,4,42.902995000000004,-85.608147,41-18-16-426-018,0.0,"3325 Breton Rd SE, Grand Rapids, MI 49512, USA",street_address,495128000000.0,H,Residential,D,AAN1,H#,1413,5.0,1,1,1,1,1,1
352,5,42.903721999999995,-85.723118,41-17-15-302-024,0.0,"3352 Byron Center Ave SW, Wyoming, MI 49519, USA",street_address,495193000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
353,6,42.904740000000004,-85.682582,41-17-13-303-043,0.0,"3261 Woodward Ave SW, Wyoming, MI 49509, USA",premise,495093000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
354,7,42.905623999999996,-85.722759,41-17-15-301-020,0.0,"2330 Prairie Pkwy SW, Wyoming, MI 49519, USA",street_address,495193000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
355,8,42.908941999999996,-85.71096,41-17-15-253-008,0.0,"1855 Prairie Pkwy SW, Wyoming, MI 49519, USA",premise,495193000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
356,9,42.909341999999995,-85.707323,41-17-15-226-081,0.0,"2997 Burlingame Ave SW, Wyoming, MI 49519, USA",street_address,495095000000.0,H,Residential,D,AAN1,H#,890,3.0,0,0,0,0,0,0
357,10,42.910016999999996,-85.724133,41-17-15-103-025,0.0,"3010 Byron Center Ave SW, Wyoming, MI 49519, USA",premise,495196000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
358,11,42.910076000000004,-85.72279,41-17-15-103-027,0.0,"2320 30th St SW, Wyoming, MI 49519, USA",premise,495196000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
359,12,42.914390000000004,-85.682386,41-17-12-353-109,0.0,"2769 Longstreet Ave SW, Wyoming, MI 49509, USA",premise,495092000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
360,13,42.914652000000004,-85.682397,41-17-12-353-108,0.0,"2735 Longstreet Ave SW, Wyoming, MI 49509, USA",premise,495092000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
361,14,42.914846999999995,-85.600385,41-18-10-377-037,0.0,"2764 Woodmeadow Dr SE, Grand Rapids, MI 49546, USA",premise,495468000000.0,H,Residential,D,AAN1,H#,1133,3.0,1,1,1,0,0,0
